"","ANNOVAR","pLI","mis_z","COUNT.x","MUTATIONCLASS.x","POLYPHEN2_D.x","POLYPHEN2_P.x","CADD.x","REVEL.x","MPC.x","gnomAD_genome_ALL.x","gnomAD_exome_ALL.x","dbscSNV_ADA_SCORE.x","dbscSNV_RF_SCORE.x","dpsi_zscore.x","COUNT.y","MUTATIONCLASS.y","POLYPHEN2_D.y","POLYPHEN2_P.y","CADD.y","REVEL.y","MPC.y","gnomAD_genome_ALL.y","gnomAD_exome_ALL.y","dbscSNV_ADA_SCORE.y","dbscSNV_RF_SCORE.y","dpsi_zscore.y","mut"
"165","AC093157.1",0.40694,-0.16137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.369e-07
"166","AC093677.1",0,-0.40087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.015e-07
"167","AC097381.1",0,-1.1141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.4145e-07
"168","AC103801.2",0,-0.64467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18775e-07
"169","AC103809.2",0.037079,-0.19986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.7185e-07
"170","AC104534.3",0.51076,1.6063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.03175e-06
"171","AC110615.1",0.14254,-0.15611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.83375e-07
"172","AC112205.1",0.33575,0.47944,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.02175e-07
"173","AC114494.1",0.085067,0.65658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5206e-07
"174","AC121757.1",0.10845,-0.54174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2975e-08
"175","AC129492.6",0,0.12395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.293e-07
"176","AC135048.1",0.14211,0.49572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.0175e-07
"177","AC137932.1",0.079566,-0.31531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.8875e-08
"178","AC174470.1",0.15353,0.90842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59e-07
"179","ACAA1",3.5904e-09,1.2156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.23683e-05
"180","ACAA2",3.7065e-10,-0.27145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.000875e-05
"181","ACACA",1,7.2382,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.515244542126194,-0.455837206068819,-0.621997272991105,0.26277308278406,0.356837512181396,0,0,0,5.01461e-05
"182","ACACB",7.6499e-47,1.5694,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.04058310970446,-0.991358432299167,-0.720217846119404,0.26277308278406,0.356837512181396,0,0,0,5.39431e-05
"183","ACAD10",1.0177e-30,0.37046,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.744451294404817,0.719631885506793,0.120989473153399,0.26277308278406,0.356837512181396,0,0,0,2.36342e-05
"184","ACAD11",5.1833e-15,0.50836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.68752e-05
"185","ACAD8",5.6389e-14,0.22235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.469465e-05
"186","ACAD9",4.5256e-08,-0.17875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.957295e-05
"187","ACADL",1.743e-12,0.85565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.40752e-05
"188","ACADM",2.0548e-12,0.54287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.163255e-05
"189","ACADS",2.8026e-06,0.58444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.703955e-05
"190","ACADSB",2.6565e-11,-0.069716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.054655e-05
"191","ACADVL",4.2385e-15,-0.20979,1,0,1,0,1.18583562944957,1.58290357690315,0.305859568816684,0.279325173590795,-0.501725839127813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.167295e-05
"192","ACAN",1,0.20716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.48806e-05
"193","ACAP1",0.067617,2.2959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2271e-06
"194","ACAP2",0.92325,3.2192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.3436e-06
"195","ACAP3",4.4135e-06,1.6713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0685e-06
"196","ACAT1",9.8525e-08,0.90559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.18535e-06
"197","ACAT2",5.5303e-07,0.69888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.50405e-06
"198","ACBD3",0.010653,1.823,1,1,0,0,-1.07064193086713,-1.02516563600684,-0.752508524454021,0.279325173590795,0.394515562125128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1663e-06
"199","ACBD4",1.0857e-06,0.29841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.3141e-06
"200","ACBD5",0.006148,0.87301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21465e-06
"201","ACBD6",2.2569e-06,0.10713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.20005e-06
"202","ACBD7",0.11605,0.03208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.663e-07
"203","ACCS",8.9836e-07,0.22645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.008e-06
"204","ACCSL",8.5206e-18,0.26436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.29325e-06
"205","ACD",1.1148e-12,-0.48611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6556e-06
"206","ACE",1.0344e-37,-0.69323,1,0,1,0,1.32686547696937,0.479591932298005,-0.0743718884695733,0.279325173590795,-1.37164852131203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.51622e-05
"207","ACE2",0.99769,1.2455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9246e-06
"208","ACER1",0.0021705,0.45099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.8402e-06
"209","ACER2",0.040225,-0.37351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.9274e-06
"210","ACER3",0.87464,1.8012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.7895e-06
"211","ACHE",0.99827,2.7523,1,1,0,0,-1.07064193086713,-1.02516563600684,-0.752508524454021,0.279325173590795,0.394515562125128,0,0,0,1,0,1,0,0.876418818444025,1.47471681449158,1.89793900259805,0.26277308278406,0.356837512181396,0,0,0,8.563e-06
"212","ACIN1",1,2.2011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2114e-06
"213","ACKR1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.2275e-07
"214","ACKR2",0.001388,0.26347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.72285e-06
"215","ACKR3",0.39134,0.94571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.24535e-06
"216","ACKR4",2.9962e-09,0.84358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.25995e-06
"217","ACLY",0.083556,3.2841,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.751396953564776,1.27121874852405,2.37059722108247,0.26277308278406,0.336604190230772,0,0,0,2.77899e-05
"218","ACMSD",1.392e-08,0.010511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.94145e-06
"219","ACO1",3.8322e-18,0.91861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12643e-05
"220","ACO2",0.20791,2.9201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46003e-05
"221","ACOT1",6.4141e-05,0.84974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.25605e-06
"222","ACOT11",1.0844e-16,0.53887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2225e-06
"223","ACOT12",2.7282e-14,0.047059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.4716e-06
"224","ACOT13",3.1271e-06,0.09541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.418e-07
"225","ACOT2",9.3287e-06,-0.69837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.58545e-06
"226","ACOT4",1.0412e-08,0.11333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.41575e-06
"227","ACOT6",0.0035327,1.1829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.9435e-07
"228","ACOT7",0.75926,1.9837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69495e-06
"229","ACOT8",5.9662e-06,0.12376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64485e-06
"230","ACOT9",6.8017e-09,0.70195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.77375e-06
"231","ACOX1",0.062095,1.9819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.16268e-05
"232","ACOX2",2.1841e-10,0.50188,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,-1.04058310970446,-0.991358432299167,-0.720217846119404,0.26277308278406,0.356837512181396,0,0,0,8.7311e-06
"233","ACOX3",7.6016e-16,-0.44494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.30383e-05
"234","ACOXL",5.2479e-15,1.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.079875e-05
"235","ACP1",1.7531e-08,-0.24852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7019e-06
"236","ACP2",6.2383e-05,0.82592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7143e-06
"237","ACP5",0.078651,0.40019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.8627e-06
"238","ACP6",2.3344e-13,0.67767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.5376e-06
"239","ACP7",2.1396e-09,0.32171,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.00144068332327,1.06772068255652,0.839535555105729,0.26277308278406,0.356837512181396,0,0,0,1.04806e-05
"240","ACPP",2.5463e-16,0.16828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0636e-06
"241","ACPT",8.621e-15,0.13068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.9304e-06
"242","ACR",0.012215,0.44696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.5034e-06
"243","ACRBP",2.6954e-10,0.73439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.3154e-06
"244","ACRC",0.98788,0.7449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.57665e-06
"245","ACRV1",1.2111e-06,0.89185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.17206e-06
"246","ACSBG1",3.959e-05,1.8305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5245e-06
"247","ACSBG2",1.0757e-10,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.01155e-06
"248","ACSF2",1.4241e-05,1.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.2093e-06
"249","ACSF3",2.3246e-26,-1.3005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.2757e-06
"250","ACSL1",0.0015324,1.4037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.7926e-06
"251","ACSL3",0.00034758,2.0117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8054e-06
"252","ACSL4",0.98103,2.5909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6858e-06
"253","ACSL5",2.8888e-09,0.71717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.6188e-06
"254","ACSL6",0.0032201,1.7583,1,1,0,0,-1.07064193086713,-1.02516563600684,-0.752508524454021,0.279325173590795,0.394515562125128,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7.1704e-06
"255","ACSM1",2.2841e-15,0.20392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.5933e-06
"256","ACSM2A",3.2754e-23,-1.7915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2834e-06
"257","ACSM2B",6.2689e-26,-1.9799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.2975e-06
"258","ACSM3",1.441e-14,0.45569,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.033e-06
"259","ACSM4",4.0476e-19,0.90845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.2952e-06
"260","ACSM5",1.1745e-18,-0.62098,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.4036e-06
"261","ACSM6",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.03385e-06
"262","ACSS1",3.0776e-07,1.8341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.8229e-06
"263","ACSS2",1.1443e-13,1.0825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.2298e-06
"264","ACSS3",5.0483e-13,0.14647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.4526e-06
"265","ACTA1",1.1385e-06,4.5292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.99597e-05
"266","ACTA2",0.93017,3.1995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.44384e-05
"267","ACTB",0.98564,5.0206,3,1,0,1,0.20099651737762,0.885790683453366,4.00304289331222,0.837975520772384,1.18354668637538,0,0,0,1,0,0,1,0.640266407005443,1.55772260455729,3.33277335057388,0.26277308278406,0.356837512181396,0,0,0,1.71149e-05
"268","ACTBL2",5.8166e-16,-0.35507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.087925e-05
"269","ACTC1",0.73668,4.5244,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.39039759628094,1.24712029334369,3.44294976938307,0.26277308278406,0.356837512181396,0,0,0,1.47702e-05
"270","ACTG1",0.0047837,3.16,1,0,1,0,0.628767731746387,1.42073005805757,-0.752508524454021,0.279325173590795,0.394515562125128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.780685e-05
"271","ACTG2",0.071036,3.3487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.361385e-05
"272","ACTL10",0.08052,-0.34803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.14375e-06
"273","ACTL6A",0.99665,2.9398,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.256115e-05
"274","ACTL6B",0.00028347,3.2738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73719e-05
"275","ACTL7A",5.1316e-07,0.17962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.084675e-05
"276","ACTL7B",2.4547e-06,0.51107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15017e-05
"277","ACTL8",0.31835,0.88163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6657e-06
"278","ACTL9",0.0040543,0.13088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.047935e-05
"279","ACTN1",0.99997,3.3621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91829e-05
"280","ACTN2",0.99968,1.2925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.47183e-05
"281","ACTN4",1,4.1552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82272e-05
"282","ACTR10",0.0015053,1.1669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.171425e-05
"283","ACTR1A",0.96621,3.0266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.271725e-05
"284","ACTR1B",0.0010746,1.0434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.387745e-05
"285","ACTR2",0.99896,3.6696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.14868e-05
"286","ACTR3",0.99986,3.6093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.9211e-06
"287","ACTR3B",0.99911,2.9731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.15296e-05
"288","ACTR3C",7.2147e-06,-0.12835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.85805e-06
"289","ACTR5",1.1352e-09,0.40541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.852095e-05
"290","ACTR6",5.4629e-09,1.8929,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.827799204324317,1.57646584747535,1.14746580179177,0.26277308278406,0.356837512181396,0,0,0,9.1534e-06
"291","ACTR8",5.4097e-15,1.2321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.82666e-05
"292","ACTRT1",0.0037403,-1.2444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.15665e-06
"293","ACTRT2",0.0004766,-0.40324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.28535e-06
"294","ACTRT3",3.7565e-08,0.22425,1,0,1,0,1.01659981242582,1.45529162764761,0.498325037236261,0.279325173590795,0.394515562125128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.831e-06
"295","ACVR1",0.3254,2.3371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.135395e-05
"296","ACVR1B",0.99969,3.3735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.52792e-05
"297","ACVR1C",0.00085157,1.4993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.11619e-05
"298","ACVR2A",0.99972,3.2896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.8605e-06
"299","ACVR2B",0.83412,2.0429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.37594e-05
"300","ACVRL1",0.00096719,2.4458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.266455e-05
"301","ACY1",6.9169e-09,0.095076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.96975e-06
"302","ACY3",5.4152e-06,-0.05848,1,0,0,0,-0.342927917664995,-0.607768218650197,-0.458699093504538,0.279325173590795,-1.09939228038112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07669e-05
"303","ACYP1",0.070318,0.56831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.058e-07
"304","ACYP2",6.5331e-05,-0.51232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.7495e-07
"305","ADA",2.8825e-12,0.11775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.129585e-05
"306","ADAD1",0.038952,0.8953,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1.18202782148219,1.31138284049133,0.00647624150365617,0.26277308278406,0.356837512181396,0,0,0,9.38555e-06
"307","ADAD2",2.3904e-12,-2.3586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.010175e-05
"308","ADAL",1.6257e-06,1.1761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.21135e-06
"309","ADAM10",1,3.3058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.9245e-06
"310","ADAM11",1.0387e-05,2.6264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.5905e-06
"311","ADAM12",5.7284e-07,1.2679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.03201e-05
"312","ADAM15",2.4409e-16,1.0693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.6853e-06
"313","ADAM17",0.99528,2.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.6037e-06
"314","ADAM18",6.8847e-35,-0.57884,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.633320747845485,0.783894432654435,-0.547620696554299,0.26277308278406,0.333381045872977,0,0,0,4.75515e-06
"315","ADAM19",6.8e-05,1.8832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.10482e-05
"316","ADAM2",1.8889e-22,-0.65123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.84395e-06
"317","ADAM20",0,-0.54122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.734e-06
"318","ADAM21",3.5771e-12,0.31119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1554e-06
"319","ADAM22",0.25101,2.3402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.3141e-06
"320","ADAM23",0.99709,1.8992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.0132e-06
"321","ADAM28",2.9634e-24,-0.91545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.64455e-06
"322","ADAM29",0,-0.20573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.4045e-06
"323","ADAM30",0,0.4334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.1495e-06
"324","ADAM32",2.1571e-15,0.28881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9996e-06
"325","ADAM33",2.1487e-15,0.68787,1,0,1,0,0.798003548770139,-0.0149043710671917,0.149438740313498,0.279325173590795,0.394515562125128,0,0,0,1,1,0,0,-1.04058310970446,-0.991358432299167,-0.720217846119404,0.26277308278406,-2.48292174535638,0,0,0,7.5036e-06
"326","ADAM7",1.1927e-19,-0.50503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.1162e-06
"327","ADAM8",2.1983e-14,0.38049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.7455e-06
"328","ADAM9",0.029431,1.9036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.0711e-06
"329","ADAMDEC1",3.6295e-16,-0.085424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.30805e-06
"330","ADAMTS1",0.71601,0.66702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00083e-05
"331","ADAMTS10",0.84288,3.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.57144e-05
"332","ADAMTS12",2.4806e-17,0.97964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.59268e-05
"333","ADAMTS13",5.1409e-15,1.5614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.76829e-05
